transfer_id,player_id,transfer_date,transfer_season,from_club_id,to_club_id,transfer_fee,market_value_in_eur
457,536508,2025-06-30,24/25,290,1132,0,5.000.000.000
458,537382,2025-06-30,24/25,12321,148,0,15.000.000.000
459,537598,2025-06-30,24/25,720,11,0,22.000.000.000
460,538918,2025-06-30,24/25,749,46,0,10.000.000.000
461,538971,2025-06-30,24/25,273,873,0,5.000.000.000
462,538994,2025-06-30,24/25,618,289,0,5.000.000.000
463,538998,2025-06-30,24/25,738,289,0,2.500.000.000
464,539043,2025-06-30,24/25,683,371,0,3.500.000.000
465,539232,2025-06-30,24/25,347,667,0,1.200.000.000
466,540056,2025-06-30,24/25,190,660,0,2.500.000.000
467,540827,2025-06-30,24/25,1304,1064,0,600.000.000
468,542858,2025-06-30,24/25,1269,458,0,1.200.000.000
469,543051,2025-06-30,24/25,475,417,0,2.000.000.000
470,543666,2025-06-30,24/25,2919,6574,0,7.500.000.000
471,545331,2025-06-30,24/25,197,141,0,1.000.000.000
472,548729,2025-06-30,24/25,294,1132,0,15.000.000.000
473,549027,2025-06-30,24/25,2425,294,0,3.000.000.000
474,549034,2025-06-30,24/25,110302,10330,0,800.000.000
475,550106,2025-06-30,24/25,130,398,0,5.000.000.000
476,550108,2025-06-30,24/25,46,12,0,10.000.000.000
477,552223,2025-06-30,24/25,607,46,0,6.000.000.000
478,555056,2025-06-30,24/25,8936,749,0,300.000.000
479,555076,2025-06-30,24/25,3911,989,0,7.000.000.000
480,555135,2025-06-30,24/25,1083,964,0,800.000.000
481,555166,2025-06-30,24/25,3714,232,0,350.000.000
482,556046,2025-06-30,24/25,6418,12574,0,800.000.000
483,558727,2025-06-30,24/25,2832,968,0,400.000.000
484,562049,2025-06-30,24/25,430,12,0,5.000.000.000
485,564305,2025-06-30,24/25,1390,800,0,3.000.000.000
486,564451,2025-06-30,24/25,4467,2687,0,300.000.000
487,564792,2025-06-30,24/25,33734,41101,0,100.000.000
488,565434,2025-06-30,24/25,200,172,0,650.000.000
489,565531,2025-06-30,24/25,25580,371,0,1.200.000.000
490,566615,2025-06-30,24/25,607,252,0,2.800.000.000
491,566677,2025-06-30,24/25,2425,683,0,700.000.000
492,568318,2025-06-30,24/25,443,190,0,1.500.000.000
493,568362,2025-06-30,24/25,2727,25449,0,800.000.000
494,569373,2025-06-30,24/25,1467,675,0,800.000.000
495,569383,2025-06-30,24/25,167,162,0,17.000.000.000
496,570781,2025-06-30,24/25,3057,54189,0,4.000.000.000
497,570817,2025-06-30,24/25,132,1421,0,1.200.000.000
498,571149,2025-06-30,24/25,468,234,0,3.500.000.000
499,571299,2025-06-30,24/25,413,24,0,3.000.000.000
500,571607,2025-06-30,24/25,252,506,0,14.000.000.000
501,572818,2025-06-30,24/25,3719,6984,0,800.000.000
502,573981,2025-06-30,24/25,7775,6890,0,1.000.000.000
503,574193,2025-06-30,24/25,48,533,0,700.000.000
504,574203,2025-06-30,24/25,93,82,0,225.000.000
505,574758,2025-06-30,24/25,982,1023,0,2.000.000.000
506,575693,2025-06-30,24/25,2262,415,0,1.500.000.000
507,576028,2025-06-30,24/25,1041,537,0,25.000.000.000
508,579287,2025-06-30,24/25,16,2778,0,5.500.000.000
509,579295,2025-06-30,24/25,1053,2288,0,1.000.000.000
510,582232,2025-06-30,24/25,49702,2410,0,1.000.000.000
511,583404,2025-06-30,24/25,416,234,0,3.500.000.000
512,583699,2025-06-30,24/25,89,1082,0,2.500.000.000
513,584083,2025-06-30,24/25,85465,330,0,800.000.000
514,585082,2025-06-30,24/25,3137,16704,0,1.500.000.000
515,585550,2025-06-30,24/25,3057,180,0,11.000.000.000
516,585949,2025-06-30,24/25,506,5,0,26.000.000.000
517,585973,2025-06-30,24/25,995,1041,0,7.000.000.000
518,589911,2025-06-30,24/25,2423,10331,0,1.200.000.000
519,590302,2025-06-30,24/25,2425,119,0,800.000.000
520,590841,2025-06-30,24/25,3062,255,0,500.000.000
521,591880,2025-06-30,24/25,1304,234,0,1.000.000.000
522,592924,2025-06-30,24/25,968,2239,0,1.100.000.000
523,593482,2025-06-30,24/25,265,244,0,10.000.000.000
524,594991,2025-06-30,24/25,1096,1082,0,3.500.000.000
525,596148,2025-06-30,24/25,41274,468,0,750.000.000
526,596884,2025-06-30,24/25,982,2420,0,300.000.000
527,598101,2025-06-30,24/25,71985,6878,0,1.000.000.000
528,600942,2025-06-30,24/25,65,533,0,500.000.000
529,602105,2025-06-30,24/25,150,985,0,20.000.000.000
530,602124,2025-06-30,24/25,2919,430,0,5.000.000.000
531,604320,2025-06-30,24/25,2036,27,0,2.000.000.000
532,605184,2025-06-30,24/25,379,417,0,28.000.000.000
533,605396,2025-06-30,24/25,294,12,0,7.000.000.000
534,606526,2025-06-30,24/25,2741,932,0,200.000.000
535,608469,2025-06-30,24/25,589,2410,0,1.400.000.000
536,610335,2025-06-30,24/25,1049,720,0,7.000.000.000
537,610428,2025-06-30,24/25,200,18,0,3.500.000.000
538,610608,2025-06-30,24/25,269,1443,0,550.000.000
539,612869,2025-06-30,24/25,1124,11127,0,800.000.000
540,615350,2025-06-30,24/25,366,1049,0,1.500.000.000
541,615642,2025-06-30,24/25,9241,2698,0,800.000.000
542,616628,2025-06-30,24/25,8970,800,0,2.400.000.000
543,617018,2025-06-30,24/25,683,703,0,4.000.000.000
544,617074,2025-06-30,24/25,940,23826,0,4.000.000.000
545,617267,2025-06-30,24/25,8024,294,0,2.000.000.000
546,618350,2025-06-30,24/25,170,167,0,4.000.000.000
547,618809,2025-06-30,24/25,1108,940,0,6.000.000.000
548,618813,2025-06-30,24/25,1108,13,0,3.000.000.000
549,620313,2025-06-30,24/25,12,409,0,8.000.000.000
550,621802,2025-06-30,24/25,1096,86,0,3.000.000.000
551,621993,2025-06-30,24/25,667,703,0,10.000.000.000
552,623524,2025-06-30,24/25,2497,940,0,2.000.000.000
553,623526,2025-06-30,24/25,7077,12321,0,300.000.000
554,624690,2025-06-30,24/25,12,18,0,35.000.000.000
555,625144,2025-06-30,24/25,48726,3592,0,150.000.000
556,625651,2025-06-30,24/25,714,681,0,1.500.000.000
557,627068,2025-06-30,24/25,385,234,0,2.500.000.000
558,627228,2025-06-30,24/25,16,281,0,20.000.000.000
559,629777,2025-06-30,24/25,3329,197,0,600.000.000
560,630989,2025-06-30,24/25,723,150,0,750.000.000
561,632088,2025-06-30,24/25,403,2282,0,1.300.000.000
562,632741,2025-06-30,24/25,940,150,0,1.800.000.000
563,634427,2025-06-30,24/25,200,940,0,2.000.000.000
564,634844,2025-06-30,24/25,5817,5784,0,
565,637540,2025-06-30,24/25,2696,54443,0,250.000.000
566,637545,2025-06-30,24/25,75231,16950,0,300.000.000
567,638793,2025-06-30,24/25,1050,46,0,6.000.000.000
568,639582,2025-06-30,24/25,2662,28,0,250.000.000
569,640109,2025-06-30,24/25,826,46,0,5.000.000.000
570,644032,2025-06-30,24/25,276,452,0,2.000.000.000
571,644244,2025-06-30,24/25,2672,265,0,800.000.000
572,644771,2025-06-30,24/25,800,15,0,25.000.000.000
573,645191,2025-06-30,24/25,3325,2424,0,300.000.000
574,646404,2025-06-30,24/25,1465,221,0,2.500.000.000
575,646782,2025-06-30,24/25,708,190,0,600.000.000
576,648046,2025-06-30,24/25,379,1237,0,32.000.000.000
577,648076,2025-06-30,24/25,48332,1532,0,400.000.000
578,649016,2025-06-30,24/25,79,800,0,17.000.000.000
579,649024,2025-06-30,24/25,7775,995,0,1.000.000.000
580,649087,2025-06-30,24/25,8024,122,0,1.500.000.000
581,649452,2025-06-30,24/25,86,281,0,6.000.000.000
582,652996,2025-06-30,24/25,88,415,0,800.000.000
583,654986,2025-06-30,24/25,601,157,0,1.000.000.000
584,655456,2025-06-30,24/25,749,416,0,2.500.000.000
585,655461,2025-06-30,24/25,3733,2698,0,200.000.000
586,656250,2025-06-30,24/25,1750,167,0,300.000.000
587,656409,2025-06-30,24/25,3329,8793,0,1.000.000.000
588,656441,2025-06-30,24/25,252,114,0,3.000.000.000
589,656800,2025-06-30,24/25,1269,8817,0,2.000.000.000
590,659415,2025-06-30,24/25,4097,12,0,2.500.000.000
591,659459,2025-06-30,24/25,16,631,0,15.000.000.000
592,659513,2025-06-30,24/25,3911,16,0,9.000.000.000
593,659713,2025-06-30,24/25,2431,10330,0,1.300.000.000
594,660735,2025-06-30,24/25,209,368,0,3.500.000.000
595,660867,2025-06-30,24/25,677,1237,0,22.000.000.000
596,662134,2025-06-30,24/25,27603,6890,0,100.000.000
597,662332,2025-06-30,24/25,1467,180,0,2.500.000.000
598,662493,2025-06-30,24/25,601,603,0,550.000.000
599,665541,2025-06-30,24/25,202,11368,0,500.000.000
600,666614,2025-06-30,24/25,3592,156,0,400.000.000
601,667903,2025-06-30,24/25,403,172,0,700.000.000
602,668234,2025-06-30,24/25,520,8793,0,2.000.000.000
603,668547,2025-06-30,24/25,1047,281,0,9.000.000.000
604,668596,2025-06-30,24/25,260,683,0,800.000.000
605,669511,2025-06-30,24/25,1533,1050,0,1.000.000.000
606,669531,2025-06-30,24/25,60949,683,0,600.000.000
607,670116,2025-06-30,24/25,1053,86,0,1.000.000.000
608,670717,2025-06-30,24/25,472,336,0,15.000.000.000
609,671915,2025-06-30,24/25,1049,405,0,7.500.000.000
610,672381,2025-06-30,24/25,244,1123,0,12.000.000.000
611,672803,2025-06-30,24/25,3709,273,0,2.500.000.000
612,673432,2025-06-30,24/25,2727,40058,0,3.500.000.000
613,673514,2025-06-30,24/25,3911,1095,0,3.000.000.000
614,678100,2025-06-30,24/25,354,1184,0,1.500.000.000
615,678606,2025-06-30,24/25,53646,4772,0,400.000.000
616,680806,2025-06-30,24/25,58,180,0,8.000.000.000
617,683804,2025-06-30,24/25,5776,1177,0,200.000.000
618,683828,2025-06-30,24/25,589,114,0,500.000.000
619,685658,2025-06-30,24/25,36972,41194,0,25.000.000
620,685679,2025-06-30,24/25,19657,369,0,200.000.000
621,686597,2025-06-30,24/25,3329,2462,0,4.000.000.000
622,687630,2025-06-30,24/25,403,968,0,800.000.000
623,690429,2025-06-30,24/25,35,60,0,3.000.000.000
624,691786,2025-06-30,24/25,35,826,0,4.000.000.000
625,692997,2025-06-30,24/25,48332,55686,0,250.000.000
626,694186,2025-06-30,24/25,468,610,0,4.000.000.000
627,695121,2025-06-30,24/25,2420,1039,0,1.200.000.000
628,695454,2025-06-30,24/25,237,543,0,2.500.000.000
629,697149,2025-06-30,24/25,14589,141,0,1.500.000.000
630,697726,2025-06-30,24/25,2741,121,0,275.000.000
631,698548,2025-06-30,24/25,3137,5,0,1.500.000.000
632,698678,2025-06-30,24/25,234,543,0,8.000.000.000
633,699265,2025-06-30,24/25,2374,1083,0,350.000.000
634,699442,2025-06-30,24/25,2919,1025,0,7.000.000.000
635,700182,2025-06-30,24/25,6418,333,0,600.000.000
636,701937,2025-06-30,24/25,14589,964,0,800.000.000
637,704155,2025-06-30,24/25,3057,1132,0,2.800.000.000
638,707350,2025-06-30,24/25,93,28,0,700.000.000
639,708240,2025-06-30,24/25,48332,660,0,500.000.000
640,708241,2025-06-30,24/25,85465,660,0,800.000.000
641,708678,2025-06-30,24/25,410,1158,0,8.000.000.000
642,709372,2025-06-30,24/25,714,1050,0,3.000.000.000
643,709957,2025-06-30,24/25,1047,131,0,4.500.000.000
644,710886,2025-06-30,24/25,132,234,0,5.000.000.000
645,711382,2025-06-30,24/25,630,681,0,2.500.000.000
646,711638,2025-06-30,24/25,8568,4294,0,350.000.000
647,711996,2025-06-30,24/25,1041,273,0,4.000.000.000
648,712857,2025-06-30,24/25,601,932,0,700.000.000
649,713644,2025-06-30,24/25,331,27,0,12.000.000.000
650,717198,2025-06-30,24/25,6992,660,0,300.000.000
651,717203,2025-06-30,24/25,49364,14300,0,100.000.000
652,717413,2025-06-30,24/25,49364,14300,0,
653,717957,2025-06-30,24/25,7077,8516,0,500.000.000
654,718029,2025-06-30,24/25,12567,1108,0,500.000.000
655,718115,2025-06-30,24/25,2672,2441,0,800.000.000
656,718177,2025-06-30,24/25,13240,8880,0,100.000.000
657,718755,2025-06-30,24/25,14589,16950,0,800.000.000
658,718763,2025-06-30,24/25,5287,16950,0,100.000.000
659,720518,2025-06-30,24/25,714,1075,0,4.000.000.000
660,723771,2025-06-30,24/25,704,46,0,150.000.000
661,724035,2025-06-30,24/25,2425,683,0,4.500.000.000
662,724969,2025-06-30,24/25,2696,121,0,1.500.000.000
663,726019,2025-06-30,24/25,10690,338,0,800.000.000
664,726120,2025-06-30,24/25,4795,24,0,500.000.000
665,726445,2025-06-30,24/25,3725,232,0,700.000.000
666,726526,2025-06-30,24/25,2727,276,0,1.800.000.000
667,726701,2025-06-30,24/25,110302,336,0,3.000.000.000
668,726705,2025-06-30,24/25,4294,10949,0,400.000.000
669,727147,2025-06-30,24/25,6646,114,0,325.000.000
670,728262,2025-06-30,24/25,6676,1775,0,450.000.000
671,728516,2025-06-30,24/25,710,749,0,300.000.000
672,728734,2025-06-30,24/25,968,148,0,2.800.000.000
673,728864,2025-06-30,24/25,2727,1090,0,1.000.000.000
674,731491,2025-06-30,24/25,607,46,0,1.000.000.000
675,733410,2025-06-30,24/25,520,409,0,1.500.000.000
676,733579,2025-06-30,24/25,2425,978,0,5.000.000.000
677,735353,2025-06-30,24/25,3385,683,0,200.000.000
678,735354,2025-06-30,24/25,60949,683,0,1.200.000.000
679,735568,2025-06-30,24/25,150,6195,0,9.000.000.000
680,739477,2025-06-30,24/25,45457,679,0,600.000.000
681,741587,2025-06-30,24/25,1304,5026,0,850.000.000
682,742451,2025-06-30,24/25,543,610,0,8.000.000.000
683,743600,2025-06-30,24/25,667,631,0,25.000.000.000
684,744074,2025-06-30,24/25,124,1082,0,1.000.000.000
685,744728,2025-06-30,24/25,398,27,0,4.000.000.000
686,744857,2025-06-30,24/25,64,24,0,1.000.000.000
687,744934,2025-06-30,24/25,750,1041,0,400.000.000
688,745202,2025-06-30,24/25,276,595,0,900.000.000
689,746910,2025-06-30,24/25,82,3948,0,32.000.000.000
690,747017,2025-06-30,24/25,202,1090,0,1.500.000.000
691,748319,2025-06-30,24/25,29,614,0,14.000.000.000
692,748382,2025-06-30,24/25,276,1041,0,4.000.000.000
693,749186,2025-06-30,24/25,1124,932,0,500.000.000
694,749559,2025-06-30,24/25,1467,614,0,4.500.000.000
695,751084,2025-06-30,24/25,11125,1124,0,75.000.000
696,755327,2025-06-30,24/25,6992,660,0,50.000.000
697,762387,2025-06-30,24/25,6992,660,0,200.000.000
698,766258,2025-06-30,24/25,2420,776,0,1.000.000.000
699,769063,2025-06-30,24/25,1108,5,0,5.000.000.000
700,774067,2025-06-30,24/25,10690,338,0,500.000.000
701,774771,2025-06-30,24/25,520,9668,0,500.000.000
702,775709,2025-06-30,24/25,18303,1064,0,1.000.000.000
703,776798,2025-06-30,24/25,3911,1237,0,10.000.000.000
704,780136,2025-06-30,24/25,434,46,0,1.000.000.000
705,781196,2025-06-30,24/25,3211,114,0,50.000.000
706,782476,2025-06-30,24/25,200,1158,0,6.000.000.000
707,783396,2025-06-30,24/25,3709,1050,0,4.000.000.000
708,785967,2025-06-30,24/25,5026,12321,0,500.000.000
709,790918,2025-06-30,24/25,38,533,0,800.000.000
710,795738,2025-06-30,24/25,200,24,0,7.000.000.000
711,797572,2025-06-30,24/25,2919,159,0,1.800.000.000
712,797791,2025-06-30,24/25,1010,410,0,700.000.000
713,801734,2025-06-30,24/25,148,27,0,40.000.000.000
714,805714,2025-06-30,24/25,506,631,0,18.000.000.000
715,805835,2025-06-30,24/25,1416,385,0,500.000.000
716,807128,2025-06-30,24/25,995,667,0,6.000.000.000
717,807165,2025-06-30,24/25,969,244,0,5.000.000.000
718,809899,2025-06-30,24/25,6992,660,0,400.000.000
719,810570,2025-06-30,24/25,3714,41231,0,300.000.000
720,811794,2025-06-30,24/25,12439,2410,0,50.000.000
721,814015,2025-06-30,24/25,34499,41110,0,150.000.000
722,814268,2025-06-30,24/25,3268,5026,0,800.000.000
723,814273,2025-06-30,24/25,2410,41231,0,1.000.000.000
724,814491,2025-06-30,24/25,968,596,0,1.300.000.000
725,815384,2025-06-30,24/25,982,6600,0,1.800.000.000
726,815483,2025-06-30,24/25,7030,416,0,100.000.000
727,815539,2025-06-30,24/25,1103,276,0,150.000.000
728,815543,2025-06-30,24/25,46293,276,0,125.000.000
729,815652,2025-06-30,24/25,2425,1082,0,3.000.000.000
730,817700,2025-06-30,24/25,2696,232,0,1.200.000.000
731,817843,2025-06-30,24/25,49702,16704,0,800.000.000
732,818448,2025-06-30,24/25,607,252,0,2.000.000.000
733,818929,2025-06-30,24/25,14888,252,0,150.000.000
734,819249,2025-06-30,24/25,26459,2863,0,500.000.000
735,819636,2025-06-30,24/25,38,82,0,1.000.000.000
736,822458,2025-06-30,24/25,1420,1158,0,3.500.000.000
737,823486,2025-06-30,24/25,1148,430,0,18.000.000.000
738,825199,2025-06-30,24/25,234,506,0,4.000.000.000
739,825437,2025-06-30,24/25,738,583,0,2.000.000.000
740,825834,2025-06-30,24/25,7179,68403,0,
741,825835,2025-06-30,24/25,979,10330,0,1.200.000.000
742,829039,2025-06-30,24/25,2374,11749,0,50.000.000
743,829174,2025-06-30,24/25,475,672,0,900.000.000
744,829257,2025-06-30,24/25,403,170,0,500.000.000
745,834397,2025-06-30,24/25,1184,631,0,10.000.000.000
746,834737,2025-06-30,24/25,13240,11669,0,100.000.000
747,836576,2025-06-30,24/25,49675,369,0,
748,837290,2025-06-30,24/25,83930,63007,0,50.000.000
749,837974,2025-06-30,24/25,85465,1444,0,150.000.000
750,840101,2025-06-30,24/25,653,1030,0,750.000.000
751,842718,2025-06-30,24/25,20760,1063,0,275.000.000
752,845872,2025-06-30,24/25,306,667,0,5.000.000.000
753,848682,2025-06-30,24/25,23826,405,0,8.500.000.000
754,848762,2025-06-30,24/25,54636,3205,0,25.000.000
755,849410,2025-06-30,24/25,667,1237,0,8.000.000.000
756,851551,2025-06-30,24/25,964,36,0,4.000.000.000
757,852953,2025-06-30,24/25,306,234,0,1.500.000.000
758,855308,2025-06-30,24/25,410,347,0,2.500.000.000
759,858772,2025-06-30,24/25,260,968,0,375.000.000
760,859396,2025-06-30,24/25,468,1095,0,3.500.000.000
761,860992,2025-06-30,24/25,276,430,0,4.500.000.000
762,862279,2025-06-30,24/25,2431,4131,0,100.000.000
763,862352,2025-06-30,24/25,8024,14758,0,800.000.000
764,864799,2025-06-30,24/25,472,31,0,9.000.000.000
765,867357,2025-06-30,24/25,601,24,0,2.200.000.000
766,867929,2025-06-30,24/25,3690,2410,0,200.000.000
767,868101,2025-06-30,24/25,3329,8793,0,4.000.000.000
768,870187,2025-06-30,24/25,10140,15136,0,200.000.000
769,871193,2025-06-30,24/25,5776,865,0,50.000.000
770,873535,2025-06-30,25/26,40604,141,0,75.000.000
771,875111,2025-06-30,24/25,54636,41854,0,
772,875249,2025-06-30,24/25,24245,6890,0,175.000.000
773,875337,2025-06-30,24/25,2425,114,0,3.500.000.000
774,876440,2025-06-30,24/25,2425,78435,0,400.000.000
775,877672,2025-06-30,24/25,723,1047,0,450.000.000
776,878419,2025-06-30,24/25,60949,683,0,300.000.000
777,880259,2025-06-30,24/25,2463,7775,0,100.000.000
778,880517,2025-06-30,24/25,5817,61,0,550.000.000
779,883349,2025-06-30,24/25,2919,5,0,3.500.000.000
780,887433,2025-06-30,24/25,1096,12124,0,200.000.000
781,888493,2025-06-30,24/25,714,148,0,2.800.000.000
782,889264,2025-06-30,24/25,6630,6890,0,100.000.000
783,889438,2025-06-30,24/25,2740,55686,0,1.200.000.000
784,890272,2025-06-30,24/25,790,968,0,1.300.000.000
785,891854,2025-06-30,24/25,317,8817,0,275.000.000
786,891971,2025-06-30,24/25,2424,1075,0,3.000.000.000
787,892025,2025-06-30,24/25,2740,48332,0,300.000.000
788,892054,2025-06-30,24/25,6992,53646,0,500.000.000
789,892160,2025-06-30,24/25,968,447,0,12.000.000.000
790,892973,2025-06-30,24/25,122,27,0,3.000.000.000
791,893187,2025-06-30,24/25,1167,338,0,300.000.000
792,894050,2025-06-30,24/25,306,5619,0,3.000.000.000
793,896234,2025-06-30,24/25,2672,1286,0,400.000.000
794,896663,2025-06-30,24/25,32113,114,0,50.000.000
795,897425,2025-06-30,24/25,30857,26621,0,500.000.000
796,898807,2025-06-30,24/25,2425,683,0,300.000.000
797,900909,2025-06-30,24/25,2036,27,0,18.000.000.000
798,901082,2025-06-30,24/25,41274,8023,0,2.000.000.000
799,902021,2025-06-30,24/25,1467,180,0,2.500.000.000
800,905928,2025-06-30,24/25,3834,2696,0,600.000.000
801,908890,2025-06-30,24/25,403,9253,0,250.000.000
802,908936,2025-06-30,24/25,4294,2420,0,1.200.000.000
803,912688,2025-06-30,24/25,8024,41101,0,150.000.000
804,913429,2025-06-30,24/25,93,23826,0,
805,913539,2025-06-30,24/25,1025,1038,0,1.800.000.000
806,918414,2025-06-30,24/25,520,162,0,1.500.000.000
807,918581,2025-06-30,24/25,3723,6189,0,
808,919469,2025-06-30,24/25,6456,206,0,700.000.000
809,920283,2025-06-30,24/25,14,28,0,600.000.000
810,921655,2025-06-30,24/25,273,244,0,10.000.000.000
811,923129,2025-06-30,24/25,2425,683,0,200.000.000
812,924002,2025-06-30,24/25,11125,82969,0,
813,926694,2025-06-30,24/25,23826,13,0,22.000.000.000
814,926991,2025-06-30,24/25,5776,865,0,
815,928323,2025-06-30,24/25,3911,273,0,4.000.000.000
816,930983,2025-06-30,24/25,642,17596,0,325.000.000
817,930998,2025-06-30,24/25,642,23826,0,
818,931567,2025-06-30,24/25,749,1429,0,2.000.000.000
819,931841,2025-06-30,24/25,403,1095,0,500.000.000
820,933900,2025-06-30,24/25,667,180,0,2.000.000.000
821,935046,2025-06-30,24/25,6992,660,0,250.000.000
822,935047,2025-06-30,24/25,6992,660,0,400.000.000
823,935050,2025-06-30,24/25,6992,14300,0,50.000.000
824,935095,2025-06-30,24/25,2740,338,0,100.000.000
825,935109,2025-06-30,24/25,10690,36949,0,300.000.000
826,935554,2025-06-30,24/25,83909,114,0,50.000.000
827,936503,2025-06-30,24/25,52687,5380,0,50.000.000
828,938146,2025-06-30,24/25,366,27,0,3.000.000.000
829,938431,2025-06-30,24/25,605,669,0,300.000.000
830,943795,2025-06-30,24/25,257,79,0,700.000.000
831,948273,2025-06-30,24/25,366,6767,0,1.500.000.000
832,948275,2025-06-30,24/25,3709,418,0,2.500.000.000
833,949111,2025-06-30,24/25,1159,15439,0,
834,950091,2025-06-30,24/25,4,1091,0,1.800.000.000
835,951303,2025-06-30,24/25,36972,14589,0,100.000.000
836,951695,2025-06-30,24/25,37956,126,0,100.000.000
837,952730,2025-06-30,24/25,3325,2424,0,300.000.000
838,955216,2025-06-30,24/25,10690,36949,0,100.000.000
839,955359,2025-06-30,24/25,322,8152,0,200.000.000
840,958647,2025-06-30,24/25,415,11282,0,800.000.000
841,959241,2025-06-30,24/25,110302,10663,0,600.000.000
